date;bikes
2025-03-07;901146,902566,902381,901278,901963,900412,900353,901945,901340,901115,900409,900045,901982,900518,901207,902716,902898,900990,901349,900599,900686,902937,901709,901345,901872,902763,902773,901498,902184,902801,902105,901264,901712,900288,901032,901566,902112,902889,901434,901283,900551,900731,901330,900862,901338,901362,902823,902137,901200,901013,900096,903038,900127,902867,901427,900361,901215,902944,902905,902001,901042,903007,902178,900988,900531,900961,902011,902797,900565,902138,900143,902268,902652,900828,902476,900713,900249,901504,901585,902368,900833,900704,901110,902549,901565,902515,900673,902123,900059,900983,900054,902870,900676,901816,901172,901183,902671,900802,902632,900730,902509,900159,900646,900499,902484,902611,901559,902865,902074,900291,902919,902640,900497,902329,901274,902369,900576,901676,900046,902750,900513,900369,901164,902923,900633,901029,901466,901972,902486,902782,902351,901147,902292,902028,902593,902262,902430,902661,902026,902869,900595,900832,900743,901486,902820,902543,902297,902812,900488,901573,900456,900785,901418,902265,901939,902876,900913,903039,902518,902914,900984,900209,903033,900682,901216,900029,901999,901793,900716,901874,900509,900325,901819,903008,902080,902035,902963,900858,902588,902111,901596,902318,900102,902423,901311,900481,900641,901729,901643,902272,900339,901893,902841,900118,902141,902601,901306,900142,902213,902239,902700,902005,900305,900015,901163,901977,901989,900274,900993,901558,900837,902364,900582,900366,900171,900033,900181,900508,901404,902688,900444,901134,900279,900183,902804
2025-03-08;901146,902381,902566,901278,902597,901963,900412,902838,900353,901945,901340,901841,901115,900409,900045,901982,900518,901193,902525,901207,903029,900990,901349,900599,900686,902937,901709,901345,901872,902763,902773,901498,902184,902801,902105,901264,901712,900288,901566,901032,902112,901434,901283,900551,900731,901330,900862,901338,901362,902823,902137,901200,900675,901013,900096,903038,900127,902867,901427,900361,901215,902944,902905,902882,902001,901042,903014,903007,900988,900531,900961,902077,900132,902011,902797,900565,902138,900143,902268,902181,902652,902940,900828,902476,900713,900249,901504,901585,902660,902368,900833,901110,901565,902549,902515,900673,902123,900059,900983,900054,902870,900676,901172,901183,901816,900802,902632,902509,900159,900646,900499,902484,902611,901559,902865,902074,900783,900291,902919,902640,900497,902329,901274,902369,900576,901676,900046,902750,900369,900513,901164,902923,900633,901620,900618,902959,901029,901466,901972,902486,902782,902351,902350,901147,900358,902292,902028,902430,902661,902026,902869,900595,900832,901754,900743,901486,902820,902225,902297,902812,902751,900488,901573,900456,900785,901418,902286,902265,901939,902876,900913,903039,902518,902914,900984,900209,903033,900682,901523,901216,900029,901999,901793,900716,901874,900509,901819,903008,902080,902035,902963,900858,902588,902111,901596,902318,900102,902423,900315,901311,900481,900641,901729,901643,900339,901893,902841,901432,900118,902141,902601,901306,902500,900142,900898,902700,902005,900305,900015,901163,901977,901989,900274,900993,901558,900837,902364,900582,900366,900171,902973,901390,900033,900181,900508,900882,901404,902688,900444,901134,900183,902804
2025-03-09;901146,902381,902566,901278,900510,902597,902953,900412,901963,902838,901945,901340,901841,901115,902864,900409,900045,901982,900518,901193,902525,901207,901489,903029,900990,901349,900599,900686,902937,901709,901345,901872,902763,901498,902773,902184,902801,901264,901712,900288,903048,901566,902112,901032,901885,901434,901283,900551,900731,901330,902929,900862,901338,901362,902823,902137,901200,901013,900096,903038,901199,902275,900127,902867,901427,900361,901215,902944,902905,902882,901042,902848,903014,903007,902178,900988,900531,901272,900961,902077,900132,902011,902797,900565,902138,900143,902268,902652,900828,902476,900713,900249,901504,901585,902660,902368,900833,901110,901565,902549,902515,900673,902911,902123,900059,900983,900054,900676,902870,901172,901183,901242,900802,902632,900159,900646,900499,902484,902611,901559,900783,902074,902865,900291,902919,902640,900497,902329,900105,901274,900576,901676,900046,902750,900369,901164,902501,902923,900633,901029,901466,902782,902350,902486,902351,901972,901147,900358,902292,902028,902593,902430,902661,902056,902026,902869,900595,902813,901343,900832,901754,900743,901486,902820,902225,902812,902297,902751,900488,901573,900456,900785,901418,902286,902265,901939,901225,900225,902876,900913,903039,902518,902053,900726,900984,902914,900209,903033,900682,900029,901216,901999,901793,900501,901874,900509,901819,903008,902080,902259,902918,902035,902963,900858,902588,902111,901596,902318,900016,900996,900102,902423,901311,900481,900641,901729,901643,901237,900339,902270,901893,902841,901432,900118,901750,902141,902601,901306,902500,901445,900142,901992,900898,902700,902005,900305,900015,901163,901977,900274,901558,900952,900993,900837,900254,902364,900160,900582,900366,900524,900171,900033,900181,900508,900882,901404,902688,900444,901134,900183,902804
2025-03-10;901146,902381,902953,900412,901963,901945,901340,901841,901115,902864,900409,900045,901982,900518,901193,902525,901207,903029,900686,902937,901709,901345,901937,901498,902184,902801,902063,902105,901264,901712,900288,903048,901566,901032,902112,901434,901885,901283,900551,900731,901330,902929,900862,901338,901362,902137,901200,902633,901013,900096,903038,901199,902275,900127,902867,901427,900361,901215,902944,902905,902882,901042,902848,903007,902178,900988,901272,900961,902077,900132,902011,902797,902546,900565,902138,900719,902268,902476,900713,900249,901504,901185,902549,901565,902515,900673,902911,900983,900054,900676,902870,901172,901183,902354,902632,900499,902484,902670,901559,902074,902919,902640,900497,902329,900105,901274,900576,901676,900046,902750,900369,901164,902501,902923,900633,901029,901466,901972,902486,902350,902351,902782,901147,902292,902028,902593,902430,902661,902056,902026,902895,900595,902813,901343,900832,901754,900743,901608,901486,902820,901695,902812,902297,902751,900488,901573,900456,901418,902286,902265,901939,901225,900225,902876,900913,903039,902518,900726,902914,900984,900209,903033,900029,901377,901999,900501,901874,900509,901819,902259,902035,902963,900858,902281,901233,902588,902111,901596,900016,900996,900102,902423,901311,900481,900641,901729,901643,901237,900339,902270,901893,902841,901432,900118,901750,902141,902601,902500,901445,900142,900898,902700,902005,900305,901163,901977,900274,900952,900993,901558,900837,900254,902364,900160,900582,900366,900171,900079,901642,900033,900181,900508,901770,901578,900882,902688,900444,901134,900183,902804
2025-03-11;901146,902381,902953,900412,901963,901945,901340,901841,901115,902864,900409,900045,901982,900518,901193,902525,901207,903029,901489,900686,901709,901345,900151,902172,901498,902801,902063,901264,901712,900288,903048,901566,901032,902112,901434,901885,901283,900551,900731,901330,900862,901338,902137,901690,901200,902633,901013,900096,903038,901199,902275,900127,902867,901427,900361,901215,902944,902905,902882,901042,900815,903007,902178,900988,901272,902077,900961,900132,902011,902797,902546,900565,902138,900719,902268,902433,902652,902476,900713,900249,901504,901185,902549,901565,902515,902911,901760,900983,900054,900676,902870,901172,901183,902354,902632,900499,902484,902670,901559,902074,902048,902919,902640,900497,902329,900105,901806,901274,901273,900576,901676,900046,902750,900369,902501,902923,900633,901653,901029,901466,901972,902486,902350,902782,901147,902292,902028,902593,902430,902661,902056,901609,902026,902895,900595,902813,901343,901754,901608,900743,901486,902820,901695,902812,902751,900488,901573,900456,901418,902286,902265,902309,901225,900225,902876,900913,903039,902518,900726,902914,900984,900209,903033,901377,900501,901874,900509,901819,902259,902035,902963,900858,902281,901233,902588,902111,901596,900016,900996,900102,902423,900315,901311,900481,900641,901729,901643,901237,900339,902270,901893,901432,900118,901750,902601,901445,900898,902700,902005,900305,901163,901977,900274,900993,901558,900952,900837,902364,900254,900160,900582,900366,900171,900079,901642,900033,900181,900508,901770,900882,902688,900444,901134,900279,900183,902804
2025-03-12;901819,902005,900743,901422,902801,900339,902864,902275,902112,900171,901676,902765,901982,900409,900913,900509,900412,901712,901377,901330,901963,902476,902963,901207,902270,901498,900582,902919,901760,902292,902138,900183,902423,901643,900501,902918,900961,902011,900246,902516,901233,901340,900225,900305,900497,900151,902588,900595,901237,902700,900456,902907,901023,900033,902870,900279,902541,901343,902804,902653,902944,901274,902911,903018,901608,902797,902484,902652,901486,902750,900882,900369,900361,900488,902593,901163,900508,901172,900512,900898,902080,901215,901193,900105,901273,902028,900118,902268,902354,901559,900160,901806,901134,900463,901146,902812,901434,900769,900731,902454,900686,902350,900993,900481,902265,902670,902876,900862,901885,900551,902518,901692,903038,902063,901345,902309,901264,900984,901609,901042,901261,901445,900676,900524,900933,900726,901185,902895,900518,901418,902290,902286,900054,902228,900513,902433,902867,902137,901466,901013,901311,900713,901642,902486,901945,903033,900181,900209,901690,901272,901972,902430,901504,900983,901489,902178,902632,900288,901427,900815,902633,901283,900366,901573,902026,902111,902048,901770,900444,901841,902751,900132,901695,900576,902077,902813,900249,900016,902158,902074,901338,900127,902549,900404,901513,902640,900096,900837,901029,901750,902381,902281,901032,902879,900029,902661,901893,902923,901729,900496,902601,900641,900719,902782,902056,901898,901200,901505,902688,901558,900392,902525,901874,902953,901754,902699,902172,902364,900046,903029,902259,900079,900102,901653,901147,902914,901596,902820,902367,901115,901199,901709,900988,901183,900565,901977,900996,902546,902501,901566,900858,900633,900650,902318,902515
2025-03-13;902005,900743,901422,902801,900339,902864,902275,902112,900171,901676,902765,901982,900409,901732,900913,900509,900412,901712,901377,901330,901963,902476,902850,902963,902270,901498,900582,902919,901760,901550,902292,902138,900183,902423,901643,900501,900961,902918,902011,900246,902516,901233,900151,902588,900595,901237,902700,902907,901023,900033,902870,900279,902541,902804,902653,902944,901274,902911,901939,903018,901608,902797,902484,902652,901486,900882,900369,900361,900488,902593,902184,901163,901172,900512,902080,900105,902028,900118,902268,902354,901559,900160,901806,901134,900463,901146,901434,900312,900769,900499,900731,900075,902454,902350,900686,901141,902265,902670,902876,900862,901885,900944,900551,902518,901692,903038,902063,901345,902309,901264,901445,900676,900524,900933,900726,901185,902895,902468,901418,902290,902185,900054,902228,900513,902433,902867,902137,901466,901311,900713,902486,901945,903033,900209,901690,901272,900122,902430,901972,901504,900983,900288,901427,900815,902633,900366,901573,902026,902111,902048,901770,900444,901841,902558,902751,900132,900576,901695,902077,902813,900249,900016,902158,902074,901338,900127,902549,901513,900404,902640,900096,903041,901029,902281,901032,902879,900029,902661,902923,901893,901729,901531,902526,900496,902601,900641,900719,902782,902056,901898,901200,901505,902472,902688,901558,900392,902525,901874,902953,902803,902699,902172,900046,902259,901164,900079,900102,901653,902914,901783,902297,901596,901199,902367,902820,901115,901709,900988,901183,900565,901977,902546,902501,901566,900858,900633,902318
2025-03-14;902005,900743,901422,902801,900339,902864,902275,902112,900171,902346,901676,902765,902035,901982,900409,901732,900913,900509,900412,901712,901377,901330,901963,902476,902850,902963,902270,901498,900582,902919,901760,901550,902292,902138,900183,902423,901643,900501,900961,902918,902011,900246,902516,901233,902642,900151,902588,900595,901237,902700,902907,901023,900033,902870,900279,902541,902804,902653,901683,902944,901274,902911,901939,903018,901608,902797,902484,902652,901486,900882,900369,900361,900488,902593,901163,902184,901172,900512,902080,900105,902028,900118,902268,902354,901559,900160,901806,901134,900463,901146,901434,900769,900499,900731,902509,900075,902350,902454,900686,901141,902265,902670,902876,900862,901885,900551,902518,901692,903038,902063,901345,902309,901264,901261,901445,900676,900524,900933,900726,901185,902895,902468,902079,901418,901638,902290,902185,900054,900513,902433,902867,902137,901466,901311,900713,902486,901088,901945,903033,900209,901690,901272,901972,902430,901504,900983,900288,901427,900815,900366,901573,902026,902111,902048,901770,900444,901841,900132,901695,900576,902077,902813,900249,900016,902158,902074,901338,900127,902549,902640,901513,900404,900096,903041,901029,902281,901032,902036,900029,902661,902923,901893,901729,902526,900496,900641,901480,900719,902782,901898,901200,901505,902472,902688,901558,900392,902525,901874,902953,901677,902803,902493,902699,902172,900046,902259,901164,900079,900102,901653,902914,901783,902297,901596,901115,902367,902820,901199,901709,900988,901183,900565,900579,901977,902546,901290,901566,900858,900633,902318
2025-03-15;902005,900743,901422,902801,902864,902275,902112,902346,900171,901676,902765,902477,902035,901982,900409,901732,902123,900913,900509,900412,901712,901377,901330,901963,902850,902963,902270,901498,900582,902919,901760,901550,902292,902138,900183,902423,901643,900501,900961,902918,902011,900246,902516,901233,902642,900151,902588,900595,901237,902700,902907,901023,900033,902870,900279,902541,902804,902653,901683,902944,901274,902911,901939,903018,901608,902817,902797,902484,902652,901486,900882,900369,900361,900488,902593,901163,902184,901172,900512,902080,900105,902028,902268,900118,902354,901559,900160,901806,901134,900463,901146,901434,900769,900499,900731,902509,900075,902350,900686,902454,901141,902265,902670,902876,900862,901885,900551,902518,901692,903038,902063,901345,902309,901264,901261,901445,900676,900524,900933,902107,900726,901185,902895,902468,902079,901418,901638,902290,902185,900054,901189,900513,902433,903001,902867,902137,901466,901311,900713,902486,901088,901945,903033,902165,900209,901690,901272,902430,900863,901972,901504,900983,900288,901427,900815,900366,901573,902026,902111,902048,900444,901841,900132,901695,902077,902813,900249,900016,902158,902074,901338,900127,902549,900404,902640,901513,900096,903041,901029,902281,901032,902036,900029,902661,901893,902923,901729,902027,902526,900496,900641,901480,900719,902782,901898,901200,901505,902472,902688,900392,902525,901874,902953,901677,902803,902493,902699,902172,900046,902259,901164,900079,900102,901653,902914,902146,901783,902297,901596,902820,902367,901115,901199,901709,900988,901183,900565,900579,901977,902546,901290,901566,900858,900633,902318
2025-03-16;902005,900743,901422,902801,902864,902275,902112,900171,902346,901676,902765,902477,902035,901982,900409,901732,902123,900913,900509,900412,900727,901712,901377,901330,901963,902850,902963,902270,901498,900582,902919,901760,901550,902292,902138,900183,902423,901643,900501,900961,902918,902011,900246,902516,901233,902642,902687,900151,902588,900595,902700,901237,902907,901023,900033,902870,900279,902541,902804,901683,902944,901274,902911,901939,901608,902797,902484,902652,900222,901486,901961,900882,900369,900361,900488,902593,902184,901163,900080,901172,902841,900512,902080,900105,902028,900118,902268,902354,901559,900160,901806,901134,900463,903118,901743,901146,901434,900769,900499,902509,900731,900075,902454,902350,900686,901823,901686,901141,902265,902670,902876,900862,901885,900551,902518,901692,903038,902063,901345,902309,902131,901264,902053,902208,901261,900221,901445,900676,900524,900933,902107,902776,900726,901100,901185,902895,902468,902079,901638,902290,902185,900054,901189,900129,900513,902433,903001,902867,902137,901466,901311,900713,902486,901088,901945,903033,900493,900209,901690,901272,901972,902430,900863,901504,902773,901924,900983,902444,900288,901427,902830,900815,900366,901573,902026,902111,902048,901770,903209,900444,901841,900132,901695,902077,902245,902813,900249,900016,902158,902074,901338,900127,902549,902640,901513,900404,900096,903041,901029,902281,901032,900029,902036,902661,901893,902923,901729,902021,900239,901678,900496,900641,902821,900719,902782,901898,901200,901505,902472,902688,900392,902525,901874,900869,902953,901677,902478,902803,902493,902699,902172,900046,902259,901164,900079,900102,901653,900907,902630,901660,902914,902146,901783,902297,901596,902133,901199,901115,902820,902367,901709,900988,901183,902295,900565,900579,901977,902546,901290,901566,900858,900633,900795,902318
2025-03-17;902005,900743,902801,902864,902275,902112,900171,902346,901676,902477,902035,901982,900409,901732,902123,900913,900509,900412,900727,901712,901377,901330,901963,902850,902963,902270,901498,900582,902919,901760,901550,902292,902138,900183,902423,903049,901643,900501,902918,900961,902011,900246,902516,901233,902293,902642,902687,900151,902588,901237,902700,902907,901023,900033,901365,902870,900279,901635,902541,902804,901683,902944,901274,902911,901939,901608,902797,902484,902652,900222,901486,901961,900882,900369,900361,900488,902184,901163,902593,900080,901172,902841,900512,902080,900105,902028,901742,900118,902268,902354,901559,900160,901806,901134,903118,900463,901743,901146,901434,900499,902509,900731,900075,902454,902350,900686,901823,901141,902265,902670,902876,900862,902557,901885,900551,902518,903038,902063,901345,902889,902131,901264,902053,902208,901261,900221,901445,900676,900524,900933,902107,902776,900726,901100,901185,902895,902468,902079,901638,902290,902185,900054,902244,901189,900129,900513,902433,903001,902867,902137,901466,901311,900713,902486,901088,901945,903033,901690,900209,900863,901972,902773,901504,902430,901924,900983,902444,900288,901427,902830,900815,900366,901573,902026,902111,902048,901770,903209,900444,901841,900132,901695,902077,902245,902813,900249,900016,902158,902074,901338,900127,902549,900404,901513,902640,900096,903041,901029,902470,902281,901032,900029,902036,902661,901893,902923,901729,902021,900239,901678,900496,900641,902821,901480,900719,902782,901310,901200,901505,900170,902688,900392,902525,901874,900869,902953,902478,901677,902803,902622,902493,902699,902172,900046,902259,901164,900079,900102,901653,900907,902630,902914,902146,901783,901596,902133,901115,902367,901199,902820,901709,900988,901183,902295,900565,900579,901977,902546,901290,901566,900858,900633,900795,902318
2025-03-18;902005,900743,902778,902801,902864,902275,902112,900171,902346,901676,902477,902035,901982,900409,901732,902734,902123,900913,900509,900412,900727,901712,901377,901330,901963,902850,902963,902270,901498,900582,902919,900931,900835,901760,901550,902292,902138,900183,902423,903049,901643,903027,900501,900961,902918,902011,900246,902516,901233,902293,902642,902687,901937,900151,902588,902700,901237,902907,901023,901365,902870,900279,901635,902541,902804,901683,902944,901274,902911,902353,901939,901608,902797,902484,902652,900222,901486,901961,900882,900369,900361,900488,902184,901163,902593,900080,901172,902841,900512,902080,900105,902028,900118,902268,902354,900732,901559,900160,901806,901134,903118,900463,901743,901146,901434,900499,900731,902509,900075,902350,900686,902454,901823,900114,901141,902265,902670,902876,902557,900862,901885,900551,902518,903038,902063,901345,902889,901264,902053,902208,901261,900221,901445,900676,900524,900933,902107,902776,900726,901100,901185,902895,902468,902079,901638,902290,902185,902244,900054,901189,900129,900513,902433,903001,902867,902137,901466,901311,900713,902486,901088,901945,903033,901690,900209,901972,902430,902773,901504,900863,901924,900983,902444,900288,901427,902830,900815,900366,901573,902026,902111,902048,901770,903209,900444,901841,900132,901695,902299,902077,902245,902813,900249,900016,902158,902074,902332,901338,900127,902549,900404,902640,901513,900096,901872,903041,901029,902470,902281,901032,900029,902036,902661,901893,902923,901729,902021,900239,901678,900496,900641,901480,902821,900719,902782,901898,901200,900314,901505,900170,902688,900392,902525,901874,900869,902953,902478,901677,902803,902622,902493,902699,902172,900046,902259,901164,900079,900102,901653,900907,902630,902146,901783,901596,902133,901199,902820,901115,902367,901709,900988,902295,901183,900565,900579,901977,902546,901290,901566,900858,900633,900795,902318,900159
2025-03-19;902005,900743,902801,902864,902112,900171,901676,902035,902123,901330,902850,902963,901498,902919,902138,900183,901643,900501,902918,902011,900246,902293,900151,901237,901023,901365,900279,900894,902804,902944,901274,902911,902353,901939,902652,900222,900488,902184,901163,901172,902841,902179,900105,902028,902268,900732,900160,901806,901134,901743,901434,900499,900075,902350,900686,902454,900114,901141,902044,902265,902876,900862,902518,901345,902053,901261,900221,901445,900676,900933,902107,901100,902468,901762,901638,900054,900129,903001,902137,901311,901945,903033,900863,901504,901924,900288,902830,901197,900366,902048,901770,900444,901841,900132,902245,900249,902158,902074,902549,902640,900096,903041,901029,902470,902147,902281,901032,902661,902923,901729,901678,900641,900719,902782,901200,900392,900869,902953,902478,902699,902172,900046,902259,900079,901653,900907,902630,901783,901596,902133,901115,901201,900988,900579,901977,901290,900633,900795,900992,902778,902808,900618,902346,902477,901982,900409,902734,900913,900509,900727,901712,901377,901963,902270,902149,900582,900931,900835,901550,902292,902423,903049,903027,900961,902516,901233,902642,902687,902989,902588,902700,902907,902870,901635,902541,900047,901608,902797,902484,901486,901961,900882,900369,900361,902593,900080,900512,902080,901443,900118,902354,903118,900463,901146,900731,902509,901823,902670,902557,901885,900551,903038,902651,902063,902889,901264,902208,900524,902776,900726,901185,902895,902079,902290,902185,902244,901189,900513,902433,901466,900713,902486,901088,901690,900209,901972,900323,902773,902430,900983,902444,901427,900815,902328,900448,901573,902026,902111,903209,901695,900576,902077,902813,900016,902332,901338,900127,900404,901513,901872,902036,900029,901893,902021,901361,900239,902530,900496,902821,901480,901898,900314,900170,902688,902525,901874,901677,902803,902622,902493,901164,900102,902146,902820,902367,901199,901709,902295,901183,900565,902546,901566,900858,902318,900159
2025-03-20;902111,902011,900731,901677,901110,902944,902259,900071,901635,901032,900448,901434,902367,900983,901340,900288,902146,901743,901023,901653,901762,902112,902876,902803,900129,900279,901939,902123,900933,902642,901115,903118,901134,902699,902036,901290,901164,902850,900583,900444,902622,901596,900369,902593,903209,901201,902433,901765,902265,901330,900183,902502,902734,900366,902107,901972,901466,902478,900618,901770,902350,902773,901885,902670,900314,901498,901676,902022,902953,901264,902077,901445,902080,902557,902911,901163,902486,902346,902782,902801,901486,902820,900882,902208,901903,902053,900016,902821,900641,901146,902028,901898,902044,901361,902493,902630,903049,902484,901893,900476,902328,902295,900249,901345,902063,900869,900488,900096,902444,900151,902530,900159,901480,900246,902919,902184,900047,902454,900599,903027,901841,902137,902509,901427,902895,901695,900222,900992,900582,902293,900323,900713,902423,902147,902640,901977,902468,900988,902687,900686,901233,902292,900404,901088,901183,902339,901982,900633,901643,903041,901874,900170,901504,900171,901189,901237,900239,902989,902074,902079,902138,901872,902776,902808,900392,902133,900961,903038,900496,902281,900221,902841,903033,900499,901513,902026,902923,901261,902804,900209,902797,901443,902688,900029,901823,900463,902518,900863,901962,901172,901141,902318,902179,901029,900118,900551,901100,902700,901365,902963,900795,901783,901338,902830,902244,900075,902149,902651,901254,901377,902652,901566,901806,900953,900931,902400,901003,902477,901678,901690,900815,900715,902470,900835,902005,900862,900114,903001,900509,902245,902035,901638,902021,901199,900858,902907,900054,901712,902778,900579,902661,902549,900105,902048,902546,900726,900127,902864,901185,900102,900727,902185,900132,900079,901963,901608,900524,901274,901709,900565,900576,900513,900743,900361,900409,902541,902290,900160,900719,902354,902332,901200,901924,902268,900512,902158,902588,901573,900907
2025-03-21;902111,901677,902011,900731,901110,902944,900071,901635,902367,900448,901434,901340,900288,902146,901743,901023,901653,901762,902112,902876,902803,900129,900279,901939,900933,902123,901115,903118,902699,901134,902036,900854,901290,901164,902850,900583,900444,902622,901596,900369,902593,900532,903209,901201,902433,902265,901330,900183,902502,900366,902107,901972,901466,902478,900618,901770,902350,902773,901885,902670,900314,901498,900792,901676,902953,901264,902077,901445,902080,902557,902911,901163,902486,902346,902782,902801,901486,902820,900882,902208,902053,900016,902821,900641,901146,901898,902044,902028,902849,901361,902630,903049,902484,901893,902802,900476,902328,902295,900249,901345,902063,900096,900869,900488,902444,900151,902530,900159,902896,901480,900246,902919,902184,900047,902454,900994,903027,901841,901816,902137,901427,902509,902443,901695,900222,900165,900992,900582,902293,900323,900713,902355,902423,902147,902360,902640,901977,902468,900988,902687,900686,901233,902292,901247,900404,901183,901418,902446,901982,900633,901643,903041,901874,900170,901504,900171,901189,901237,902074,900239,902989,902645,902079,902138,901621,901872,902776,902808,902062,900392,902133,900961,903038,900496,902281,900221,902841,903033,900209,900499,902026,902923,901261,902804,901513,902797,901443,902688,900029,901823,902177,900463,902518,901962,900863,901172,901141,902318,902179,901029,900118,900551,901100,902700,901365,902963,901783,901338,902830,902244,900075,900769,902149,901254,902651,901377,902870,900913,902652,901566,901806,900931,902400,901003,902477,901678,900137,901690,900815,902470,900835,902005,900862,900114,901310,903001,900509,902245,902035,901638,902021,901199,900858,902907,900054,901712,902778,900579,902661,902549,900105,902048,902546,900726,902864,900102,900727,902185,900132,900079,901963,901608,900524,901274,901709,900565,900576,900513,900361,900409,902541,902290,901322,900160,902354,900719,901200,902332,901924,902268,900512,902158,902588,901573,900907
2025-03-22;902111,900731,901677,902011,901110,902944,900071,901635,900791,902367,900448,901434,901340,902038,900288,901743,902146,901023,901653,900111,901762,902112,902684,902876,902803,900129,902123,900279,900933,901939,901115,903118,902699,901134,902036,900876,901290,901164,902850,902781,900583,900444,902622,901596,900369,902593,900532,903209,900004,901201,902433,902265,901330,900183,902502,902763,900366,902107,901972,901466,900455,902478,900618,902350,902773,901885,902670,900314,901498,900792,901676,902953,901264,902077,902080,902557,902911,901163,902346,902486,902782,902801,901486,902200,902820,900882,900632,902208,902053,900016,902821,900641,901146,901898,902044,902028,902849,900304,901361,902630,903049,901893,902484,902802,900476,902328,901350,902295,900249,901345,900096,900869,900488,902444,900151,902530,900159,902896,901480,900246,902919,900904,902184,900047,901877,901795,902454,900994,903027,901841,901816,902137,902509,901427,902443,900398,902961,901695,900222,900165,900992,902293,900323,900713,902355,902423,902147,901394,902360,901977,900517,902468,900988,902687,900686,901233,902292,901247,901339,900404,901183,901418,900825,902446,901982,900633,901643,903041,901874,900170,901504,901189,900171,902591,901237,900239,902989,902074,902645,902079,901217,902138,901621,901872,902808,901508,900392,902133,903038,900961,900496,902841,900221,903033,901156,902755,901513,900209,902026,901261,902804,902923,900499,902275,902797,902688,900029,901818,902728,901823,902430,902177,902518,900463,900863,901962,901172,901141,902318,902179,901029,901100,900551,900118,902700,901365,902963,901783,900410,901338,902830,902244,900075,902975,901311,900769,902149,901254,902651,901377,902870,902652,901267,901566,901806,900931,902400,901003,902477,901678,900137,901690,900815,902470,900862,902005,900835,901257,900114,901310,903001,900509,902245,902035,901638,902021,901199,902907,900054,902287,901712,902778,900579,901753,902661,902549,900105,902048,901222,902546,902864,900102,900727,902185,900132,900079,901963,902605,901608,900524,901274,901709,900565,900576,900513,900361,902541,902290,901322,900160,900719,902354,901200,902268,901924,900512,902158,902588,901756,901573,900907
2025-03-23;902111,901677,902011,900731,901110,902944,900071,901635,900791,902367,901434,901340,902038,900288,901743,902146,901023,901653,901762,902112,902876,902803,900129,900279,901939,900933,902123,901115,903118,902699,901134,901785,902036,900876,901290,901164,902850,902781,900583,900444,902622,901596,900309,902593,903209,901201,902433,902265,901330,900183,902502,902763,900366,902107,901972,901466,902478,900618,902350,902773,901885,902670,900314,901498,900792,901676,902953,901264,902187,902077,902080,902557,902911,901163,902346,901955,902782,902801,902486,901486,902820,902818,900882,900068,902208,902053,900016,902821,900641,901146,901898,902028,902044,900304,902849,901361,902630,903049,902484,901893,900476,901350,902295,900249,901345,900096,900869,900488,902444,900151,902530,900159,902896,901480,900904,902919,902184,900047,901877,901795,900994,903027,901841,901816,902137,902509,901427,900398,902961,901918,901695,900222,900165,900992,902293,900323,900713,902423,902147,901977,900517,902468,902687,900686,901233,902292,901247,901339,900404,901183,902446,901982,900633,901643,903041,901874,900170,901504,901189,902591,900171,901237,900239,902989,902074,902645,902079,901217,902138,901621,901872,902808,902572,900392,902133,903038,900961,902841,900221,903033,901156,902755,901513,900209,902026,902804,902923,900499,901261,902275,902797,902688,901818,900029,902728,901823,902430,902518,900463,901962,900863,903014,901172,901141,902318,902179,902030,901029,901100,900551,900118,902700,901365,902963,901783,901338,902830,902244,902975,900075,901311,900769,902149,901254,902651,901377,902870,902652,901267,901566,901806,900931,902400,901003,902477,900815,901690,900137,901678,902470,900862,902005,901130,900835,900114,901310,903001,900509,902245,902035,902021,901638,901199,900772,902907,900054,902287,901712,902778,900579,902661,902549,900105,902048,901222,902546,902766,902815,902822,902864,900102,900727,902185,900132,900079,902605,901608,900524,901274,901709,900576,900513,900361,902161,902541,902290,901322,900160,900719,901200,902268,901924,900512,901756,902158,902588,901573,901570,900907
