date;bikes
2023-05-22;900547,900573,901904,900155,900141,901899,901026,901696,900213,901287,901034,901594,90304,90388,900507,901289,901314,901143,901714,900656,900862,901245,900783,900092,900746,901536,901357,90369,90344,900635,901065,901632,900587,90153,901556,900472,90257,90125,901723,901305,901295,901466,900889,901115,900756,900962,900486,900845,901379,900167,900053,901912,900603,900244,900484,901105,901437,90018,900025,900471,900403,901177,901016,900334,900238,90279,900183,900220,900685,900253,900104,900902,90399,900754,900015,90082,901708,900314,90102,900143,900378,901603,901459,900357,900304,901442,900886,901672,900717,900431,900545,90128,900815,90377,900700,901546,900005,901453,901718,90135,900282,900164,901178,90291,900027,901571,901269,901539,900110,90313,900394,900736,900814,900100,901667,901274,900090,901046,90335,900844,901197,901675,90293,900683,90083,901490,900565,901660,901724,901860,900938,901418,900043,900633,900140,901322,90306,900192,901638,901706,90121,901699,901337,900737,901250,900338,90277,90071,900896,901330,900541,901640,90287,901605,90086,901050,901355,900524,900866,90251,90459,901652,90487,900663,901188,900084,900261,900510,901310,900178,900306,901713,900058,900174,901915,900280,901570,90303,900735,901664,90315,900995,901521,901000,900659,90112,901426,900037,901175,90318,900584,900116,901471,901382,900184,900750,901174,901043,900917,901686,900459,90490,901129,90162,900879,901069,900383,90448,900346,90445,901075,900776,901141,900570,900101,900919,900301,901080,901414,901153,901534,900014,901364,901561,90242,900646,901243,901062,901866,90155,901229,900133,901078,900126,900223,900636,901091,900504,900204,901236,900165,901152,901290,901907,901092,900843,90332,901130,900704,90213,90181,901223,900755,90393,900181,900353,901716,900638,900233,901015,90342,901213,900283,90396,90022,900869,901526,90241,901577,900078,900225,90175,900863,900200,90103,901412,90451,901318,90062,900716,900063,90269,901264,900806,901044,900741,900495,900263,900936,90111,901682,901518,901191,901052,900134,900956,900508,901612,900272,901341,901022,900270,900820,90484,901590,901030,901300,901584,900257,901018,900853,900420,901192,901317,901435,901674,900804,901665,901547,90006,901042,901469,90419,900290,900019,901565,900359,901383,90019,901224,900488,900433,901582,901324,900199,900342,901119,900996,901889,900125,900878,900029,900650,900051,901463,901388,900551,900560,901525,901326,901720,900675,90092,901867,900977,90116,90298,900315,900948,900182,901282,901608,90099,90290,900657,901567,901662,90426,900198,900910,900534,900080,901575,900130,90437,900397,90385,901685,901875,901095,90354,900050,900496,901001,901056,901327,900906,900236,901874,90148,900159,900171,900918,901583,900153,90157,901390,900485,900197,90123,901342,901256,900813,900414,900339,900481,90003,900022,901363,900409,900785,900345,900243,90413,901698,900851,900952,901863,90386,90494,90138,901725,900816,901493,901642,901320,90145,90367,900915,90428,901285,90114,901602,901220,900578,900945,901613,90433,901199,901508,901693,90475,900824,901538,900888,900778,90001,90477,900908,901449,90408,90286,900006,901472,901387,90383,900464,901404,900161,90104,901215,900698,900606,900400,900230,90077,900583,900923,900483,900256,90146,90008,901210,90041,90004,900975,90216,901070,900777,900715,900299,901340,900462,90424,90101,90256,90038,900402,901891,900007,900692,901121,901666,900128,900109,901495,900748,900044,900412,90090,901857,900861,900533,901088,901171,900499,901384,900322,901604,90465,900443,900562,900160,901277,900937,900340,901209,900205,901249,900219,901399,901291,90184,900645,901185,90154,901288,901128,901108,901610,901480,901541,90016,901272,901620,90009,90458,901276,90340,901524,900941,901715,90403,90072,901520,90294,900749,90044,90199,900743,901216,900266,900702,900242,900582,900885,900175,900406,901568,900858,900566,900834,901166,900870,900867,900780,90466,90095,901356,900671,900319,900903,900784,901398,900738,900118,900791,900120,900942,900796,901416,900699,900250,900136,901702,901588,900520,900111,900971,901888,90170,90165,900470,901451,901635,900410,900144,901405,901137,900316,900708,90371,90400,900891,901406,90098,900434,901532,901485,900539,90200,900927,90168,900074,900374,90096,90097,901639,901008,900302,901468,900751,900210,900163,901433,901208,900298,900478,900119,901396,900807,90126,901887,901189,900628,901886,901362,900249,901462,900630,900093,90070,900978,901878,901055,900399,900091,900552,90131,900430,90431,900046,900960,90043,900724,900907,901124,901658,901443,90381,901530,900387,900876,90014,901374,90185,90063,901275,900169,90378,901261,900648,901884,90368,900513,900151,901014,90211,900439,901606,901235,901298,900380,900108,901358,900532,901053,901704,900452,901132,901201,901200,900094,90324,900041,901107,900124,900576,901150,900988,901558,900509,901032,900530,90271,900627,90093,90310,901545,901228,900894,901896,901003,900479,900770,901479,900531,900467,901460,900281,900639,900085,901494,901673,900348,900789,900763,901911,900064,900713,901283,901241,901284,900773,901903,900137,901116,901430,90390,900121,901045,901654,901566,90319,901017,900448,90472,90047,90478,90250,900769,900994,90094,901861,90312,90262,900454,901079,901701,900173,900847,900237,901247,900673,900970,90331,900901,901338,900440,900052,901447,900640,90176,901535,900264,90017,900069,90234,901207,901252,901265,900939,901161,901381,90189,900034,900760,90356,901467,900840,900706,901417,900150,901346,901021,900661,900590,900811,901624,90020,901578,901009,90289,901193,901167,90355,901423,900335,900002,900071,90421,901380,901104,900013,90483,901122,901057,901329,901595,900719,901434,901005,900955,900676,900647,90132,90230,900557,900360,901370,90091,90109,901217,901649,900598,900944,901203,901351,901187,901456,900913,900206,900665,90418,900398,901710,900745,90473,900132,901206,900985,90412,90081,900475,901311,900279,900047,900102,901102,901431,901591,900997,90422,90353,900871,900103,90087,901722,900981,900112,901146,901869,901369,900911,90485,901304,901173,900767,900292,901120,901169,90202,901422,900107,90079,900947,901145,900881,900068,90247,90243,900515,90037,900649,90336,900328,900967,900935,900842,901183,901123,901413,901669,900972,901656,90462,901397,901913,900028,901509,90410,901333,900477,901454,901703,900874,900768,900828,900694,901707,900622,901403,901237,90486,90300,901552,900982,900610,901067,901325,90384,900341,900667,901331,901278,900241,900138,901914,901268,901555,901548,901039,90351,900990,900614,900765,901117,900987,901158,901477,901592,900421,900386,901013,901626,90186,900733,900969,901709,901142,901440,901513,901151,900474,900417,900344,90035,901251,900856,900129,900228,90347,900790,901267,900003,900563,90115,90178,90147,900026,900428,901155,901499,900456,901316,901531,90455,90267,900311,90263,901349,901599,900427,901711,900501,901651,901061,900067,900580,90406,901401,901697,901239,900523,90160,90048,900497,90205,900544,901880,901614,900038,901409,90352,900596,90156,900718,901452,90360,901432,900185,900720,90259,901491,901378,901085,901663,901027,901093,901609,900554,90163,901109,90068,901270,901475,900846,901347,900585,900035,900954,90297,901864,900447,901029,900950,901873,900798,900016,90464,90387,901464,90187,901726,900589,90210,901516,901909,901898,90244,900089,90438,90317,900511,900352,900377,900498,901637,901125,90411,900269,900505,900860,901367,900725,901164,900009,900445,901681,901385,900864,900916,901227,900925,900401,901068,90036,90423,900042,900222,900620,901394,901074,900011,901622,90468,901877,901621,901071,90471,901112,900245,901360,901689,900083,90394,900191,90316,901205,900826,900429,90029,901371,900252,901025,900385,900643,900819,900332,900999,901162,901684,901476,90447,901281,901484,900317,90221,90228,901906,900023,900327,90193,901035,900446,90229,901598,90496,90065,90171,900221,900162,901232,900637,900392,900664,901160,901375,900976,900369,901011,900619,900998,900658,901515,901231,900829,901126,90375,901391,901439,901306,900320,901611,90088,90469,901373,900415,901350,900020,900424,900912,90498,901679,901312,900924,901365,901263,901226,901678,901361,901529,901450,901573,900490,901376,900703,901334,900705,90346,900709,900393,901118,900984,901393,90402,901296,901366,901259,900122,900396,901411,900413,901156,901402,901514,900668,900247,90054,901081,90493,90246,900123,901668,901225,900271,901441,900077,901368,901136,90149,90204,901303,900293,901299,901198,901543,900854,901670,901900,901297,900114,901868,900964,901481,900880,901576,900898,901574,901881,901503,90363,900974,901527,900381,900079,90119,900779,900729,901279,90325,900517,900512,900405,900366,901194,901036,900965,901510,900837,90434,901372,90499,900506,900070,900218,900758,900407,900691,901648,900632,901448,900278,900211,90143,900882,901336,900177,901059,901646,900453,901589,90314,900588,901505,90404,90159,901258,901607,901266,900255,901041,901110,90261,900895,90223,900599,901140,901501,901619,900004,900082,90106,901893,900943,90059,900273,901528,901058,900781,901483,90292,900569,901127,90220,900522,900325,90278,901486,900296,900419,901883,900926,90161,901395,901676,90158,900559,901428,901511,901910,901354,90321,901139,900086,901615,900207,90144,901559,90164,901184,900493,901028,90053,900131,901487,900127,900096,901859,90495,901647,901700,900030,90416,900390,901294,90169,900652,900347,90007,900209,900018,900571,901076,900597,90051,901636,90074,901012,90172,900774,901600,90463,900142,901645,901002,901643,900892,90295,901446,90430,900802,900368,90308,90240,901563,900367,900873,900849,901148,901254,901181,900543,901690,90454,90255,90127,900797,900538,900572,900825,90118,900154,900416,90046,901630,90042,900491,900909,901544,901677,90179,901865,90028,901377,901488,90152,900611,90453,901470,90328,900276,901066,901657,900274,901211,901581,900166,900229,901182,90334,901010,900732,90129,901553,901506,901901,901353,90461,901407,901242,901617,901286,901523,90224,90142,900313,90305,901905,901260,900054,900321,901328,901037,901586,900688,901717,90374,900145,900679,901427,900061,900929,901653,901271,900295,90075,901478,901455,90373,900170,901240,901195,900294,90039,900579,900188,901420,901321,901502,900389,901100,900476,901560,901870,901170,900689,901680,900775,900612,900642,90033,90338,901872,900528,900436,901882,901618,901106,900542,900623,90188,90252,901138,900653,901585,901234,900726,901007,901429,900795,900469,901537,900423,900190,901631,901562,901023,900833,901587,90238,90357,900764,90222,90281,900839,900548,900641,901392,900056,901580,900818,901408,901659,900031,901273,900451,90196,90409,900575,901202,900752,900324,900487,901219,901410,900742,901186,901712,901352,90166,901086,90273,90182,900309,901293,90389,901262,90069,901246,90117,900684,901871,900277,900602,901549,901345,901569,900095,901230,901033,900973,900287,901507,901348,900375,901554,900993,901114,900350,901019,901323,901461,900669,90249,900331,90258,90333,901165,900441,901862,900435,901344,901343,900830,901533,900356,901196,900953,901253,90275,901564,90025,90436,901163,900753,900801,900897,900152,900618,90023,901048,900556,901445,900032,901482,90027,900105,90266,90209,901335,90482,900361,901301,900268,900231,900549,901313,901292,900300,900139,900226,900076,901496,900418,900624,900712,901876,900660,900550,901627,900146,901038,900666,901233,901190,90011,900521,900203,901098,900087,900963,900516,900983,90122,90061,90480,901389,900494,90197,900831,901212,90401,901634,900711,900670,900629,901616,900455,900444,901386,901280,90457,900872,901692,901661,901458,901319,900933,900240,90100,901415,90444,901159,901113,900326,901307,901315,901492,901500,900519,901625,901154,901892,900958,900730,900701,90432,901644,900644,900251,900117,901308,90452,901054,901419,901719,901244,900766,90407,901596,900449,901540,900073,901309,90395,900426,900989,90364,901111,901134,90372,90194,901897,900075,900835,900759,90233,900930,901633,900593,900106,900677,901457,900246,900330,900823,901489,900966,900731,90066,900931,900000,90214,900265,90021,900793,900333,90050,90311,901683,900721,900631,90032,900555,901135,900574,90137,900710,90309,901550,900395,900690,901623,900884,90429,901504,900055,900147,90481,900695,900525,901147,900904,90417,90236,901359,90440,900536,900391,901051,900832,90359,900363,900248,900024,900595,901517,900980,900714,901101,901020,901601,901890,901302,900787,900372,900655,901641,90085,900951,900059,900961,90040,90110,900343,900696,900259,900176,900227,901179,901131,900492,900914,901180,901257,901248,900686,90427,900568,900920,900922,90141,900060,900616,900098,90301,901473,900771,90323,900822,900010,900812,900617,900957,900408,90055,900234,901705,901238,900674,901073,90398,901522,90183,900286,90208,900949,900291,901339,900727,900621,90060,901512,901031,900323,900258,90327,900852,901687,901096,90073,90283,901090,901879,900312,901444,900217
2023-05-23;900547,900573,901904,900155,900141,901899,901026,901696,900213,901287,901034,901594,90388,90304,900507,901289,901314,901143,901714,900656,900862,900092,900783,901245,900746,901536,901357,90369,90344,901065,900635,900723,901632,900587,90153,901556,900472,90257,90125,901723,901305,901295,901466,900889,901115,900756,900962,900486,900845,901379,900167,900053,901912,900603,900244,900484,901105,901437,90018,900025,900471,900403,901177,901016,900334,900238,90279,900220,900183,900685,900253,900104,900902,90399,900015,900754,90082,900314,901708,90102,900143,900378,901603,901459,900357,900304,901442,900886,901672,900717,900431,900545,90128,900815,90377,900700,901546,900005,901453,901718,90135,900282,900164,901178,90291,901269,901571,900027,901539,900110,900394,901667,900736,900814,900100,90313,901274,90335,901046,900090,900844,901197,901675,90293,900683,90083,901490,900565,901660,901724,901860,900938,901418,900043,900633,900140,901322,901638,900192,90306,901706,90121,901699,901337,900737,901250,900338,90277,901330,90071,901640,900541,900896,90086,901605,90287,901050,901355,900524,900866,90251,90459,901652,90487,900663,900261,900084,901188,900510,901310,900178,900306,901713,900058,900174,901915,900280,901570,90303,900735,901664,900995,90315,901521,901000,900659,90112,901426,900037,901175,90318,900584,900116,901471,901382,900184,900750,901174,901043,900917,901686,900459,90490,901129,90162,900879,901069,900383,90448,900346,90445,900570,901141,901075,900776,900101,900919,900301,901080,901414,901153,901534,900014,901364,901561,90242,901229,901243,901062,901866,90155,900646,900133,901078,900126,900223,900636,901091,900504,900204,901236,900165,901152,901290,901907,901092,901130,900843,90332,900704,90213,90181,901223,900755,90393,900181,900353,901716,900638,900233,901015,90342,901213,90396,900283,90022,900869,901526,90241,901577,900863,900225,900078,90175,900200,90103,901412,90451,901318,90062,900716,900063,90269,901264,900806,901044,900741,900495,900263,900936,90111,901682,901518,901191,901052,900134,900956,900508,901612,900272,901341,901022,900270,900820,90484,901590,901030,901300,901584,901018,900257,90320,900853,900420,901192,901317,901435,901674,900804,901665,901547,90006,901042,901469,900290,90419,900019,901565,900359,901383,90019,901224,900488,900433,901582,901324,900199,900342,901119,900996,900125,901889,900878,900029,900051,900650,901463,901388,900551,900560,901525,901326,901720,900675,90092,900977,901867,90116,90298,900315,900948,900182,901282,901608,90290,901567,90099,900657,901662,90426,900198,900910,900534,900080,901575,900130,90437,900397,90385,901685,901875,901095,90354,900050,900496,901001,901056,901327,900906,900236,901874,90148,900159,900171,900918,900153,901583,90157,901390,900485,900197,90123,901342,901256,900813,900414,900339,900481,90003,900022,900409,901363,900785,900243,900345,90413,901698,900851,900952,901863,90386,900816,90138,901725,90494,901493,901642,901320,90145,90367,900915,90428,901285,90114,901220,901602,900578,900945,90433,901613,901199,901508,901693,90475,900824,901538,900888,900778,90001,90477,900908,901449,90408,90286,900006,901387,900464,90383,901472,901404,900161,90104,901215,900698,900606,900400,900230,90077,900583,900923,900483,900256,90146,90008,901210,90041,90004,900975,90216,901070,900777,900715,901340,900299,900462,90424,90101,90256,90038,900402,901891,900007,900692,901121,901666,900128,900109,901495,900748,900044,901857,90090,900412,900533,900861,901088,901171,900499,901384,900322,901604,90465,900443,900562,900160,901277,900937,901209,900340,900205,901249,900219,901399,901291,90184,900645,901185,90154,901288,901128,901108,901610,901480,901541,90016,901272,901620,90458,90009,901276,90340,901524,900941,901715,90403,90072,901520,90294,900749,90044,90199,900743,901216,900266,900702,900242,900582,900885,900175,900406,901568,900858,900566,900834,901166,900870,900867,900780,90466,90095,901356,900671,900319,900903,900784,901398,900738,900118,900120,900791,900942,900796,901416,900699,900250,900136,901702,901588,900520,90130,900111,900971,901888,90170,90165,900470,901451,901635,900410,900144,901405,901137,900316,900708,90371,90400,901406,90098,901532,900434,901485,900539,90200,900927,90168,900074,900374,90096,90097,901639,901008,900302,901468,900751,900210,900163,901433,901208,900298,900478,900119,900807,901396,90126,901887,901189,900628,901886,901362,900249,901462,900630,900093,90070,900978,901878,900399,901055,900091,900552,90131,900430,90431,900046,900960,90043,900724,900907,901124,901658,901443,90381,901530,900876,900387,90014,901374,90185,90063,901275,900169,90378,901261,901884,900648,90368,900513,900151,901014,901606,900439,90211,901235,901298,900380,900108,901358,900532,901053,901704,900452,901132,901201,901200,900094,90324,900041,901107,900124,900576,901150,900988,901558,900509,901032,900530,900627,90271,901545,90310,901228,900894,90093,901896,901003,900479,900770,901479,900467,900531,901460,900281,901673,900639,900085,901494,900348,900789,900763,901911,900064,900713,901283,901241,901284,900773,901903,900137,901116,90390,901430,900121,901045,901566,901654,90319,901017,90472,900448,90047,90478,90250,900769,900994,90094,901861,90312,90262,900454,901079,901701,900173,900847,900237,901247,900673,900970,90331,900901,901338,900440,900052,901447,900640,90176,901535,900264,90017,900069,90234,901207,901252,901265,900939,901161,901381,90189,900034,900760,90356,901467,900840,900706,901417,900150,901346,900661,901021,900590,900811,901624,90020,901578,901009,90289,901193,901167,90355,900002,901423,900335,900071,90421,901380,901104,900013,90483,901122,901057,901329,901595,900719,901434,901005,900955,900676,900647,90132,90230,900557,900360,901370,90091,90109,901217,901649,900598,901203,900944,901351,90280,901187,901456,900913,900206,900665,90418,901710,900398,900745,90473,900132,900985,901206,90412,90081,901311,900475,900279,900047,900102,901102,901431,901591,900997,90422,90353,900871,900103,90087,901722,900981,900112,901146,901869,901369,900911,90485,901304,901173,900767,900292,901120,900196,901169,90202,901422,900107,90079,900947,901145,900881,90247,900068,90243,900515,90037,900649,90336,900328,900935,900967,900842,901123,901183,901413,901669,900972,901656,90462,901913,901397,900028,901509,90410,901333,901454,900477,901703,900874,900768,900828,900694,901707,900622,901403,901237,901552,90300,900982,900610,901067,901325,90384,900341,900667,901331,901278,900241,900138,901914,901268,901039,901548,901555,90351,900990,900614,900765,901117,900987,901158,901477,901592,901626,90186,901013,900421,900386,900733,900969,901709,901440,901142,901513,901151,900474,900417,900344,90035,901251,900856,900129,900228,90347,900790,901267,900003,900563,90115,90178,90147,900026,900428,901155,901499,900456,901316,901531,90455,90267,90263,900311,901349,901599,900427,901711,900501,901651,901061,900067,900580,90406,901401,901697,901239,900523,90160,90048,900497,90205,900544,901880,901614,900038,901409,90352,900596,90156,900718,901452,90360,901432,900185,900720,90259,901491,901378,901663,901085,901027,901093,901609,900554,90163,901109,90068,901270,901475,900846,900585,900035,901347,900954,90297,901864,900447,901029,900950,901873,900798,900016,90464,90387,901726,90187,900589,901464,90210,901516,901909,901898,90244,900089,90438,90317,900511,900352,900377,900498,901637,901125,90411,900269,900505,900860,901367,900725,901164,900009,900445,901681,901385,900864,900916,901227,900925,900401,901068,90036,90423,900222,900042,900620,901074,901394,900011,901622,90468,901877,901621,901071,90471,901112,900245,901360,901689,900083,90394,900191,90316,901205,900826,900429,90029,901371,901025,900252,900385,900643,900819,900332,900999,901162,90447,901476,901684,901281,901484,900317,90221,90228,901906,900023,900327,90193,901035,900446,90229,901598,90496,90065,90171,900221,900162,901232,900537,900637,900392,900664,901160,901375,900976,900369,901011,900619,900998,900658,901515,901231,900829,901126,90375,901391,901306,901439,900320,901611,90088,90469,901373,900415,901350,900020,900424,900912,90498,901679,901312,900924,901365,901263,901226,901678,901361,901529,901450,901573,900490,901376,901334,900705,90346,900709,900393,901118,900984,901393,90402,901296,901366,901259,900122,900396,90326,901411,900413,901156,901402,901514,900668,900247,90054,901081,90493,90246,900123,901668,901225,900271,901441,900077,901368,901136,90149,90204,901303,901198,901299,900293,901543,901900,900854,901670,901297,900114,901868,900964,901481,900880,901576,900898,901574,901881,901503,901527,90363,900974,900381,900079,90119,900779,900729,901279,90325,900517,900512,900405,900366,901194,900965,901036,901510,900837,901372,90434,900506,90499,900070,900218,900758,900407,900691,901648,900632,901448,900278,900211,90143,900882,901336,900177,901059,901646,901589,900453,90314,900588,901505,90404,90159,901258,901607,901266,900255,901041,901110,90261,900895,90223,900599,901140,901501,901619,900004,900082,90106,901893,900943,90059,900273,901528,901058,900781,901483,90292,900569,901127,90220,900522,900325,90278,901486,900296,900419,901883,900926,90161,901676,901395,90158,900559,901428,901511,901910,901354,90321,901139,900086,901615,900207,90144,901559,90164,901184,900493,901028,90053,900131,900127,901487,900096,901859,901647,90495,901700,900030,90416,900390,901294,90169,900652,900347,90007,900209,900018,900571,901076,901636,90051,900597,90074,901012,900774,90172,901600,90463,900142,901002,901645,901643,900892,90295,901446,90430,900802,900368,90308,90240,901563,900367,900873,900849,901148,901254,901181,900543,901690,90454,90255,900797,90127,900538,900572,900825,90118,900154,900416,90046,901630,90042,900491,900909,901544,901677,90179,901865,90028,901377,901488,90152,900611,90453,901470,90328,900276,901066,901657,900274,901211,901581,900166,900229,901182,90334,901010,900732,90129,901553,901506,901901,901353,90461,901407,901242,901617,901286,901523,90224,90142,900313,90305,901905,901260,900054,900321,901328,901037,900688,901586,900057,901717,90374,900145,900679,900061,900929,901653,901271,90075,900295,901478,90373,901455,900170,901240,901195,900294,90039,900579,900188,901420,901321,901502,900389,901100,900476,901560,901870,901170,900689,901680,900775,900612,900642,90033,90338,901872,900436,900528,901882,901618,901106,900542,900623,90188,90252,901138,900653,901585,901234,900726,901007,901429,900795,900469,901537,900423,900190,901631,901562,901023,900833,901587,90238,90357,900764,90222,90281,900839,900548,900641,901392,900056,901580,900818,901408,901659,900031,901273,900451,90196,90409,900575,901202,900752,900324,900487,901219,901410,900742,901186,901712,901352,90166,901086,90273,90182,900309,901293,90389,901262,90069,901246,90117,900684,901871,900277,900602,901549,901345,901569,900095,901230,901033,900973,900287,901507,901348,900375,901554,900993,901114,900350,901019,901323,901461,900669,90249,900331,90258,90333,901165,900441,901862,900435,901344,901343,900830,901533,900356,901196,900953,901253,90275,901564,90025,90436,901163,900801,900753,900897,900152,900618,90288,901048,90023,900032,901445,900556,901482,90027,901597,900105,90266,90209,901335,90482,900361,901301,900268,900231,900549,901313,901292,900300,900139,900226,900712,900076,901496,900418,900624,901876,900660,901627,900550,900146,901038,900666,901233,901190,90011,900521,900203,901098,900087,900963,900516,900983,90122,90061,90480,901389,900494,90197,900831,901212,90401,901634,900711,900670,900629,901616,900455,900444,901386,901280,90457,900872,901692,901661,901319,901458,90100,900240,900933,901415,90444,901159,901113,900326,901307,901315,901492,901500,900519,901625,901154,901892,900958,900730,900701,901644,900644,900251,900117,901308,90452,901054,901419,901719,901244,900766,90407,901596,901540,900073,900449,901309,90395,900426,900989,90364,901111,901134,90372,90194,901897,900835,900075,90233,900759,900930,901633,900106,900593,900677,901457,900246,900330,900823,901489,900966,900731,90066,900931,900000,90214,90021,900265,900793,900333,90050,90311,900721,901683,900631,90032,900555,901135,900574,90137,900710,90309,901550,900395,900690,901623,900884,90429,901504,900055,900147,90481,900695,900525,901147,900904,90236,90417,901359,90440,900536,900391,901051,90359,900832,900024,900248,900363,900595,901517,900980,900714,901101,901020,901601,901890,901302,900787,900372,900655,901641,90085,900951,900059,90110,900961,90040,900343,900696,900259,900176,900227,901179,901131,900492,900914,901180,901257,901248,900686,90427,900568,900920,900922,90141,900060,900098,900616,90301,901473,900771,90323,900822,900010,900812,900617,900957,900408,90055,900234,901705,900674,901238,901073,90398,901522,90183,900286,90208,900949,900291,901339,900727,900621,90060,901512,901031,900323,900258,90327,900852,901687,901096,90073,90283,901090,900312,901879,901444,900217
